id,question,theme
321,Who is the first MMA fighter to participate in carrying the Olympic torch?,2008_Summer_Olympics_torch_relay
322,Where in Russia was the first stop for the relay?,2008_Summer_Olympics_torch_relay
323,What was the last location for the relay in Russia?,2008_Summer_Olympics_torch_relay
324,What is the name of the MMA fighter who carried the torch in Russia?,2008_Summer_Olympics_torch_relay
325,Which city hosted the 2012 Summer Olympics?,2008_Summer_Olympics_torch_relay
326,When did the torch route begin in London?,2008_Summer_Olympics_torch_relay
327,How much did security cost for the torch relay in London?,2008_Summer_Olympics_torch_relay
328,What city held the Olympics in 2012?,2008_Summer_Olympics_torch_relay
329,Where did the relay end in London?,2008_Summer_Olympics_torch_relay
330,How many torchbearers took part in the London route?,2008_Summer_Olympics_torch_relay
331,Who was the first person to hold the torch for the London route?,2008_Summer_Olympics_torch_relay
332,"Along with Francesca Martinez, who decided to not carry the torch?",2008_Summer_Olympics_torch_relay
333,Who was outside at 10 Downing Street to welcome the torch without actually touching it?,2008_Summer_Olympics_torch_relay
334,Who got emails asking him to boycott the torch relay?,2008_Summer_Olympics_torch_relay
335,How many people carried the torch in England for the 2008 Olympics?,2008_Summer_Olympics_torch_relay
336,What two people in England declined to bear the torch?,2008_Summer_Olympics_torch_relay
337,Where did Gordon Brown welcome the torch?,2008_Summer_Olympics_torch_relay
338,Where was an attempt made to take the torch?,2008_Summer_Olympics_torch_relay
339,When did the torch relay in Paris occur?,2008_Summer_Olympics_torch_relay
340,Where did the Paris route start for the torch relay?,2008_Summer_Olympics_torch_relay
341,"Rather than being carried by an athlete, how did the torch end its route in Paris?",2008_Summer_Olympics_torch_relay
342,The flame of the torch was put out when David Douillet was ready to hand it to who?,2008_Summer_Olympics_torch_relay
343,What date did the torch relay begin in France?,2008_Summer_Olympics_torch_relay
344,What city in France did the torch relay start at?,2008_Summer_Olympics_torch_relay
345,How many times was the torch put out in France die to security concerns?,2008_Summer_Olympics_torch_relay
346,Who threw a a Tibetan flag from a City Hall window?,2008_Summer_Olympics_torch_relay
347,Which torchbearer was in a wheelchair?,2008_Summer_Olympics_torch_relay
348,What was Jin Jing called by ethnic Chinese?,2008_Summer_Olympics_torch_relay
349,What was stopped due to protest interruptions?,2008_Summer_Olympics_torch_relay
350,What is the name of the handicapped bearer of the torch?,2008_Summer_Olympics_torch_relay
351,What did the ethnic Chinese call the disabled torch bearer?,2008_Summer_Olympics_torch_relay
352,Which organization planned several protests?,2008_Summer_Olympics_torch_relay
353,What did Reporters Without Borders scale in order to put a protest banner on it?,2008_Summer_Olympics_torch_relay
354,Which cathedral did Reporters Without Borders hang another protest banner?,2008_Summer_Olympics_torch_relay
355,What was hung from the Eiffel Tower?,2008_Summer_Olympics_torch_relay
356,Where else was a copy of the banner at Eiffel Tower hung?,2008_Summer_Olympics_torch_relay
357,Where did hundreds of pro-Tibet protesters meet?,2008_Summer_Olympics_torch_relay
358,Who spoke to the media about China's lack of freedom of speech?,2008_Summer_Olympics_torch_relay
359,Who is the President of the French Tibetan community that urged protesters to remain peaceful?,2008_Summer_Olympics_torch_relay
360,The Trocadéro was not disruptive of the relay and said to have been what?,2008_Summer_Olympics_torch_relay
361,"Who, of the Trocadéro protest, spoke to the media?",2008_Summer_Olympics_torch_relay
362,What did the person who spoke to the media at Trocadéro say China lacked?,2008_Summer_Olympics_torch_relay
363,What did the political parties request a brief stop in?,2008_Summer_Olympics_torch_relay
364,What text was on the banner that the politicians unrolled outside?,2008_Summer_Olympics_torch_relay
365,What did MPs yell when the torch passed them?,2008_Summer_Olympics_torch_relay
366,Various French politicians started protests including members of what?,2008_Summer_Olympics_torch_relay
367,What did the Parliamentary members yell as the relay passed?,2008_Summer_Olympics_torch_relay
368,What did French police take from demonstrators?,2008_Summer_Olympics_torch_relay
369,Where was the only place the Tibetan flag could be held?,2008_Summer_Olympics_torch_relay
370,Who was the Minister of the Interior?,2008_Summer_Olympics_torch_relay
371,What did French law enforcement take from protesters?,2008_Summer_Olympics_torch_relay
372,Where was the only place Tibetan flags were permitted?,2008_Summer_Olympics_torch_relay
373,Who said the police acted on their own in taking the flags?,2008_Summer_Olympics_torch_relay
374,Who rendered a France 2 camera person unconscious?,2008_Summer_Olympics_torch_relay
375,The route end was changed from Justin Herman plaza to what?,2008_Summer_Olympics_torch_relay
376,Who was the head of the U.S. Olympic Committee?,2008_Summer_Olympics_torch_relay
377,What was the date of the relay in the United States?,2008_Summer_Olympics_torch_relay
378,What is the name of the person who handed off the torch to the torchbearer in the United States 2008 Olympic relay?,2008_Summer_Olympics_torch_relay
379,The concern was over what in China and Tibet?,2008_Summer_Olympics_torch_relay
380,When was a resolution agreed to about Chinese human rights issues in San Francisco?,2008_Summer_Olympics_torch_relay
381,Who approved the resolution?,2008_Summer_Olympics_torch_relay
382,What famous bridge had two banners hung from it by protesters?,2008_Summer_Olympics_torch_relay
383,Who spoke to station KPIX-CBS5 about the bridge banner protests?,2008_Summer_Olympics_torch_relay
384,How many activists may be charged with crimes for the bridge stunt?,2008_Summer_Olympics_torch_relay
385,Where did the first relay runner disappear to with the torch??,2008_Summer_Olympics_torch_relay
386,Which wheelchair-bound torchbearer was ejected from the relay for showing a Tibetan flag?,2008_Summer_Olympics_torch_relay
387,Where was the last part of the San Francisco torch relay carried through before getting on a bus?,2008_Summer_Olympics_torch_relay
388,Where was a makeshift closing ceremony held for the torch relay in San Francisco?,2008_Summer_Olympics_torch_relay
389,"After the bearer of the torch disappeared into a warehouse, what road did the relay reappear on?",2008_Summer_Olympics_torch_relay
390,When did the Olympic torch relay begin in Buenos Aires?,2008_Summer_Olympics_torch_relay
391,Where did the torch route start in Buenos Aires?,2008_Summer_Olympics_torch_relay
392,What place held an opening show for the relay?,2008_Summer_Olympics_torch_relay
393,What is the name of the mayor who passed off the torch to the first bearer in Argentina?,2008_Summer_Olympics_torch_relay
394,Who was the first bearer of the torch in Argentina?,2008_Summer_Olympics_torch_relay
395,What was showered along the route in some places?,2008_Summer_Olympics_torch_relay
396,What is the name of the activist who promised peaceful protests?,2008_Summer_Olympics_torch_relay
397,What was on the banner that was displayed where the torchbearers would carry the torch?,2008_Summer_Olympics_torch_relay
398,What is the name of the protester who said they would not try to extinguish the torch?,2008_Summer_Olympics_torch_relay
399,What was the name given to the torch carried on the alternative march?,2008_Summer_Olympics_torch_relay
400,What did the large banner say that was along the alternative march route?,2008_Summer_Olympics_torch_relay
401,What was the unsanctioned alternative relay called?,2008_Summer_Olympics_torch_relay
402,Who was the outreach director of HRTR?,2008_Summer_Olympics_torch_relay
403,What was the non profit that was funded by Mark Palmer?,2008_Summer_Olympics_torch_relay
404,Which footballer decided to not be a torchbearer because of the controversy?,2008_Summer_Olympics_torch_relay
405,How many police officers were in place to avoid controversy along the torch route?,2008_Summer_Olympics_torch_relay
406,What is Susan Prager communication director of?,2008_Summer_Olympics_torch_relay
407,How many police officers were part of the security operative?,2008_Summer_Olympics_torch_relay
408,What was tossed at the torch trying to put it out?,2008_Summer_Olympics_torch_relay
409,When did the torch arrive in Dar es Salaam?,2008_Summer_Olympics_torch_relay
410,Where was the solitary place the relay was held in Africa?,2008_Summer_Olympics_torch_relay
411,What country paid for the stadium through aid money?,2008_Summer_Olympics_torch_relay
412,Who it the torch in Africa?,2008_Summer_Olympics_torch_relay
413,Which Middle East location was the only area the torch visited?,2008_Summer_Olympics_torch_relay
414,When did the torch arrive in Muscat?,2008_Summer_Olympics_torch_relay
415,Where was the only place the Olympic torch was carried in the Middle East?,2008_Summer_Olympics_torch_relay
416,How far was the relay route in kilometers in the Middle East?,2008_Summer_Olympics_torch_relay
417,What is the name of the Syrian actress who was one to bear the torch?,2008_Summer_Olympics_torch_relay
418,When did the torch arrive in Islamabad?,2008_Summer_Olympics_torch_relay
419,Where was an indoor ceremony held since the outdoor relay was cancelled?,2008_Summer_Olympics_torch_relay
420,Who spoke at the opening ceremony in Islamabad in addition to President Musharraf?,2008_Summer_Olympics_torch_relay
421,"Instead of a traditinal relay, where was the track the torch was carried in Pakistan?",2008_Summer_Olympics_torch_relay
422,When did the torch visit New Delhi?,2008_Summer_Olympics_torch_relay
423,How many runners carried the torch in New Delhi?,2008_Summer_Olympics_torch_relay
424,Which football captain did not participate in the relay to show support for Tibet?,2008_Summer_Olympics_torch_relay
425,How many torchbearers did not participate because of their concerns with Tibet?,2008_Summer_Olympics_torch_relay
426,How long was the route in India in miles?,2008_Summer_Olympics_torch_relay
427,How many bearers of the torch were used in India?,2008_Summer_Olympics_torch_relay
428,How many bearers decided not to participate?,2008_Summer_Olympics_torch_relay
429,What is the name of the footballer who refused to be a part of the relay?,2008_Summer_Olympics_torch_relay
430,The security given to the torch relay in New Delhi is reminiscent of the security of what?,2008_Summer_Olympics_torch_relay
431,The Chinese presented a list of vulnerable relay locations to who?,2008_Summer_Olympics_torch_relay
432,Who was said to have canceled an official trip to China in protest?,2008_Summer_Olympics_torch_relay
433,At what time in the middle of the night was the diplomat summoned?,2008_Summer_Olympics_torch_relay
434,The Olympic relay had the same security precautions taken as what other special day?,2008_Summer_Olympics_torch_relay
435,What kind of targets do Republic Day events present as?,2008_Summer_Olympics_torch_relay
436,How many people comprised the Tibetan exile community?,2008_Summer_Olympics_torch_relay
437,Where is the exiled Tibetan government?,2008_Summer_Olympics_torch_relay
438,How many Tibetan exiles are said to be in India?,2008_Summer_Olympics_torch_relay
439,A wholesale ban on what was denied?,2008_Summer_Olympics_torch_relay
440,What Olympic group was denied by India?,2008_Summer_Olympics_torch_relay
441,What deteriorated between India and China?,2008_Summer_Olympics_torch_relay
442,Who said they did not support relay interruptions?,2008_Summer_Olympics_torch_relay
443,Who did not want to participate in the relay as 'caged woman'?,2008_Summer_Olympics_torch_relay
444,Where was Bedi retired from?,2008_Summer_Olympics_torch_relay
445,Which actress decided to not participate on April 15?,2008_Summer_Olympics_torch_relay
446,What actress removed herself from participation in the relay?,2008_Summer_Olympics_torch_relay
447,Where was a protest organized about the Olympic relay in India?,2008_Summer_Olympics_torch_relay
448,Who disbanded the protest in Delhi?,2008_Summer_Olympics_torch_relay
449,The retired police officer said she would not run as what?,2008_Summer_Olympics_torch_relay
450,Who is the Green World Foundation chairwoman who refused to participate in the relay?,2008_Summer_Olympics_torch_relay
451,When did the torch go through Bankok?,2008_Summer_Olympics_torch_relay
452,What scheduled bearer of the torch boycotted?,2008_Summer_Olympics_torch_relay
453,Where did the route begin in Malaysia?,2008_Summer_Olympics_torch_relay
454,"Prior to the 2008 games, when did Malaysia last see an Olympic torch relay?",2008_Summer_Olympics_torch_relay
